roundNumber,opponentMove,predictedMove,botMove,result,modelUsed,predictionCorrect,decisionLatencyMs,timestamp
427,rock,rock,paper,lose,order-2,True,0.02,1787898738074
428,paper,paper,scissors,lose,order-1,True,0.0031,1787898738174
429,scissors,scissors,rock,lose,order-2,True,0.0028,1787898738274
430,rock,rock,paper,lose,order-2,True,0.0027,1787898738374
431,paper,paper,scissors,lose,order-1,True,0.0027,1787898738474
432,scissors,scissors,rock,lose,order-2,True,0.0031,1787898738574
433,rock,rock,paper,lose,order-2,True,0.0028,1787898738674
434,paper,paper,scissors,lose,order-1,True,0.0027,1787898738774
435,scissors,scissors,rock,lose,order-2,True,0.0032,1787898738874
436,rock,rock,paper,lose,order-2,True,0.0029,1787898738974
437,paper,paper,scissors,lose,order-1,True,0.0041,1787898739074
438,scissors,scissors,rock,lose,order-2,True,0.003,1787898739174
439,rock,rock,paper,lose,order-2,True,0.0027,1787898739274
440,paper,paper,scissors,lose,order-1,True,0.0026,1787898739374
441,scissors,scissors,rock,lose,order-2,True,0.003,1787898739474
442,rock,rock,paper,lose,order-2,True,0.0029,1787898739574
443,paper,paper,scissors,lose,order-1,True,0.003,1787898739674
444,scissors,scissors,rock,lose,order-2,True,0.0028,1787898739774
445,rock,rock,paper,lose,order-2,True,0.0028,1787898739874
446,paper,paper,scissors,lose,order-1,True,0.0028,1787898739974
447,scissors,scissors,rock,lose,order-2,True,0.0027,1787898740074
448,rock,rock,paper,lose,order-2,True,0.0027,1787898740174
449,paper,paper,scissors,lose,order-1,True,0.0027,1787898740274
450,scissors,scissors,rock,lose,order-2,True,0.0027,1787898740374
451,rock,rock,paper,lose,order-2,True,0.0027,1787898740474
452,paper,paper,scissors,lose,order-1,True,0.0026,1787898740574
453,scissors,scissors,rock,lose,order-2,True,0.0028,1787898740674
454,rock,rock,paper,lose,order-2,True,0.0027,1787898740774
455,paper,paper,scissors,lose,order-1,True,0.0028,1787898740874
456,scissors,scissors,rock,lose,order-2,True,0.0028,1787898740974
457,rock,rock,paper,lose,order-2,True,0.0027,1787898741074
458,paper,paper,scissors,lose,order-1,True,0.003,1787898741174
459,scissors,scissors,rock,lose,order-2,True,0.0027,1787898741274
460,rock,rock,paper,lose,order-2,True,0.0026,1787898741374
461,paper,paper,scissors,lose,order-1,True,0.0027,1787898741474
462,scissors,scissors,rock,lose,random,True,0.0037,1787898741574
463,rock,rock,paper,lose,order-2,True,0.0029,1787898741674
464,paper,paper,scissors,lose,order-1,True,0.0027,1787898741774
465,scissors,scissors,rock,lose,order-2,True,0.0028,1787898741874
466,rock,rock,paper,lose,order-2,True,0.0027,1787898741974
467,paper,paper,scissors,lose,order-1,True,0.0027,1787898742074
468,scissors,scissors,rock,lose,order-2,True,0.0029,1787898742174
469,rock,rock,paper,lose,order-2,True,0.0027,1787898742274
470,paper,paper,scissors,lose,order-1,True,0.0026,1787898742374
471,scissors,scissors,rock,lose,order-2,True,0.0027,1787898742474
472,rock,rock,paper,lose,order-2,True,0.0026,1787898742574
473,paper,paper,scissors,lose,order-1,True,0.0028,1787898742674
474,scissors,scissors,rock,lose,order-2,True,0.0047,1787898742774
475,rock,rock,paper,lose,order-2,True,0.0047,1787898742874
476,paper,paper,paper,tie,random,True,0.0031,1787898742974
477,scissors,scissors,rock,lose,order-2,True,0.0028,1787898743074
478,rock,rock,paper,lose,order-2,True,0.003,1787898743174
479,paper,paper,scissors,lose,order-1,True,0.0035,1787898743274
480,scissors,scissors,rock,lose,order-2,True,0.0028,1787898743374
481,rock,rock,paper,lose,order-2,True,0.0028,1787898743474
482,paper,paper,scissors,lose,order-1,True,0.0028,1787898743574
483,scissors,scissors,rock,lose,order-2,True,0.0027,1787898743674
484,rock,rock,paper,lose,order-2,True,0.0027,1787898743774
485,paper,paper,scissors,lose,order-1,True,0.0028,1787898743874
486,scissors,scissors,rock,lose,order-2,True,0.0028,1787898743974
487,rock,rock,paper,lose,order-2,True,0.0027,1787898744074
488,paper,paper,scissors,lose,order-1,True,0.0026,1787898744174
489,scissors,scissors,rock,lose,order-2,True,0.0028,1787898744274
490,rock,rock,paper,lose,order-2,True,0.0026,1787898744374
491,paper,paper,scissors,lose,order-1,True,0.0027,1787898744474
492,scissors,scissors,rock,lose,order-2,True,0.0027,1787898744575
493,rock,rock,scissors,win,random,True,0.003,1787898744675
494,paper,paper,scissors,lose,order-1,True,0.0027,1787898744775
495,scissors,scissors,rock,lose,order-2,True,0.0028,1787898744875
496,rock,rock,paper,lose,order-2,True,0.0028,1787898744975
497,paper,paper,scissors,lose,order-1,True,0.0029,1787898745075
498,scissors,scissors,rock,lose,order-2,True,0.003,1787898745175
499,rock,rock,paper,lose,order-2,True,0.0027,1787898745275
500,paper,paper,scissors,lose,order-1,True,0.0027,1787898745375
501,scissors,scissors,rock,lose,order-2,True,0.0029,1787898745475
502,rock,rock,paper,lose,order-2,True,0.0029,1787898745575
503,paper,paper,scissors,lose,order-1,True,0.003,1787898745675
504,scissors,scissors,rock,lose,order-2,True,0.0028,1787898745775
505,rock,rock,paper,lose,order-2,True,0.0029,1787898745875
506,paper,paper,scissors,lose,order-1,True,0.003,1787898745975
507,scissors,scissors,rock,lose,order-2,True,0.0027,1787898746075
508,rock,rock,paper,lose,order-2,True,0.0029,1787898746175
509,paper,paper,scissors,lose,order-1,True,0.0028,1787898746275
510,scissors,scissors,rock,lose,order-2,True,0.0028,1787898746375
511,rock,rock,paper,lose,order-2,True,0.0027,1787898746475
512,paper,paper,scissors,lose,order-2,True,0.0026,1787898746575
513,scissors,scissors,rock,lose,order-2,True,0.0033,1787898746675
514,rock,rock,paper,lose,order-2,True,0.0029,1787898746775
515,paper,paper,scissors,lose,order-1,True,0.0029,1787898746875
516,scissors,scissors,rock,lose,order-2,True,0.0028,1787898746975
517,rock,rock,paper,lose,order-2,True,0.0027,1787898747075
518,paper,paper,scissors,lose,order-2,True,0.0029,1787898747175
519,scissors,scissors,rock,lose,order-2,True,0.0027,1787898747275
520,rock,rock,paper,lose,order-2,True,0.0027,1787898747375
521,paper,paper,scissors,lose,order-1,True,0.0027,1787898747475
522,scissors,scissors,rock,lose,order-2,True,0.0028,1787898747575
523,rock,rock,paper,lose,order-2,True,0.0029,1787898747675
524,paper,paper,scissors,lose,order-2,True,0.0027,1787898747775
525,scissors,scissors,rock,lose,order-2,True,0.0026,1787898747875
526,rock,rock,paper,lose,order-2,True,0.0027,1787898747975
527,paper,paper,scissors,lose,order-2,True,0.0027,1787898748075
528,scissors,scissors,rock,lose,order-2,True,0.0182,1787898748175
529,rock,rock,paper,lose,order-2,True,0.0028,1787898748275
530,paper,paper,scissors,lose,order-2,True,0.0027,1787898748375
531,scissors,scissors,rock,lose,order-2,True,0.0028,1787898748475
532,rock,rock,paper,lose,order-2,True,0.0029,1787898748575
533,paper,paper,scissors,lose,order-1,True,0.0028,1787898748675
534,scissors,scissors,rock,lose,order-2,True,0.0028,1787898748775
535,rock,rock,paper,lose,order-2,True,0.0027,1787898748875
536,paper,paper,scissors,lose,order-2,True,0.0028,1787898748975
537,scissors,scissors,rock,lose,order-2,True,0.0027,1787898749075
538,rock,rock,paper,lose,order-2,True,0.0028,1787898749175
539,paper,paper,scissors,lose,order-2,True,0.003,1787898749275
540,scissors,scissors,rock,lose,order-2,True,0.0028,1787898749375
541,rock,rock,paper,lose,random,True,0.0033,1787898749475
542,paper,paper,paper,tie,random,True,0.0028,1787898749575
543,scissors,scissors,rock,lose,order-2,True,0.0027,1787898749675
544,rock,rock,paper,lose,order-2,True,0.0028,1787898749775
545,paper,paper,scissors,lose,order-2,True,0.006,1787898749875
546,scissors,scissors,rock,lose,order-2,True,0.005,1787898749975
547,rock,rock,paper,lose,order-2,True,0.0047,1787898750075
548,paper,paper,scissors,lose,order-2,True,0.003,1787898750175
549,scissors,scissors,rock,lose,order-2,True,0.0028,1787898750275
550,rock,rock,paper,lose,order-2,True,0.0027,1787898750375
551,paper,paper,scissors,lose,order-2,True,0.0028,1787898750475
552,scissors,scissors,rock,lose,order-2,True,0.0028,1787898750575
553,rock,rock,scissors,win,random,True,0.003,1787898750675
554,paper,paper,scissors,lose,order-2,True,0.0028,1787898750775
555,scissors,scissors,rock,lose,order-2,True,0.0027,1787898750875
556,rock,rock,paper,lose,order-2,True,0.0028,1787898750975
557,paper,paper,scissors,lose,order-2,True,0.0029,1787898751075
558,scissors,scissors,rock,lose,order-2,True,0.0027,1787898751175
559,rock,rock,paper,lose,order-2,True,0.0031,1787898751275
560,paper,paper,scissors,lose,order-2,True,0.0028,1787898751375
561,scissors,scissors,rock,lose,order-2,True,0.003,1787898751475
562,rock,rock,paper,lose,order-2,True,0.0028,1787898751575
563,paper,paper,scissors,lose,order-2,True,0.0029,1787898751675
564,scissors,scissors,rock,lose,order-2,True,0.0027,1787898751775
565,rock,rock,paper,lose,order-2,True,0.0031,1787898751875
566,paper,paper,scissors,lose,order-2,True,0.0027,1787898751975
567,scissors,scissors,rock,lose,order-2,True,0.0028,1787898752075
568,rock,rock,scissors,win,random,True,0.0029,1787898752175
569,paper,paper,scissors,lose,order-2,True,0.0027,1787898752275
570,scissors,scissors,rock,lose,order-2,True,0.003,1787898752375
571,rock,rock,paper,lose,order-2,True,0.003,1787898752475
572,paper,paper,scissors,lose,order-2,True,0.0028,1787898752575
573,scissors,scissors,rock,lose,order-2,True,0.0027,1787898752675
574,rock,rock,paper,lose,order-2,True,0.0026,1787898752775
575,paper,paper,scissors,lose,order-2,True,0.0031,1787898752875
576,scissors,scissors,rock,lose,order-2,True,0.0027,1787898752975
577,rock,rock,paper,lose,order-2,True,0.0027,1787898753075
578,paper,paper,scissors,lose,order-2,True,0.0026,1787898753175
579,scissors,scissors,rock,lose,order-2,True,0.0028,1787898753275
580,rock,rock,paper,lose,order-2,True,0.0027,1787898753375
581,paper,paper,scissors,lose,order-2,True,0.0027,1787898753475
582,scissors,scissors,rock,lose,order-2,True,0.0029,1787898753575
583,rock,rock,paper,lose,order-2,True,0.0027,1787898753675
584,paper,paper,paper,tie,random,True,0.003,1787898753775
585,scissors,scissors,rock,lose,order-2,True,0.0027,1787898753875
586,rock,rock,paper,lose,order-2,True,0.0028,1787898753975
587,paper,paper,scissors,lose,order-2,True,0.0028,1787898754075
588,scissors,scissors,rock,lose,order-2,True,0.003,1787898754175
589,rock,rock,paper,lose,order-2,True,0.0029,1787898754275
590,paper,paper,scissors,lose,order-2,True,0.003,1787898754375
591,scissors,scissors,rock,lose,order-2,True,0.0029,1787898754475
592,rock,rock,paper,lose,random,True,0.003,1787898754575
593,paper,paper,scissors,lose,order-2,True,0.0028,1787898754676
594,scissors,scissors,rock,lose,order-2,True,0.004,1787898754776
595,rock,rock,paper,lose,order-2,True,0.0029,1787898754876
596,paper,paper,scissors,lose,order-2,True,0.0028,1787898754976
597,scissors,scissors,rock,lose,order-2,True,0.0027,1787898755076
598,rock,rock,paper,lose,order-2,True,0.0027,1787898755176
599,paper,paper,scissors,lose,order-2,True,0.0048,1787898755276
600,scissors,scissors,rock,lose,order-2,True,0.0029,1787898755376
601,rock,rock,paper,lose,order-2,True,0.0029,1787898755476
602,paper,paper,scissors,lose,order-2,True,0.0029,1787898755576
603,scissors,scissors,rock,lose,order-2,True,0.0029,1787898755676
604,rock,rock,paper,lose,order-2,True,0.0027,1787898755776
605,paper,paper,scissors,lose,order-2,True,0.0028,1787898755876
606,scissors,scissors,paper,win,random,True,0.005,1787898755976
607,rock,rock,paper,lose,order-2,True,0.0028,1787898756076
608,paper,paper,scissors,lose,order-2,True,0.0031,1787898756176
609,scissors,scissors,rock,lose,order-2,True,0.0028,1787898756276
610,rock,rock,paper,lose,order-2,True,0.0028,1787898756376
611,paper,paper,scissors,lose,order-2,True,0.0037,1787898756476
612,scissors,scissors,rock,lose,order-2,True,0.0048,1787898756576
613,rock,rock,paper,lose,order-2,True,0.0044,1787898756676
614,paper,paper,scissors,lose,order-2,True,0.0047,1787898756776
615,scissors,scissors,rock,lose,order-2,True,0.0066,1787898756876
616,rock,rock,paper,lose,order-2,True,0.005,1787898756976
617,paper,paper,scissors,lose,order-2,True,0.0043,1787898757076
618,scissors,scissors,rock,lose,order-2,True,0.0049,1787898757176
619,rock,rock,paper,lose,order-2,True,0.0051,1787898757276
620,paper,paper,scissors,lose,order-2,True,0.0049,1787898757376
621,scissors,scissors,rock,lose,order-2,True,0.0032,1787898757476
622,rock,rock,paper,lose,order-2,True,0.0031,1787898757576
623,paper,paper,scissors,lose,order-2,True,0.0029,1787898757676
624,scissors,scissors,rock,lose,order-2,True,0.0029,1787898757776
625,rock,rock,paper,lose,order-2,True,0.0029,1787898757876
626,paper,paper,scissors,lose,order-2,True,0.0029,1787898757976
627,scissors,scissors,rock,lose,order-2,True,0.0029,1787898758076
628,rock,rock,paper,lose,random,True,0.0037,1787898758176
629,paper,paper,scissors,lose,order-2,True,0.003,1787898758276
630,scissors,scissors,rock,lose,order-2,True,0.0028,1787898758376
631,rock,rock,paper,lose,order-2,True,0.0029,1787898758476
632,paper,paper,scissors,lose,order-2,True,0.0029,1787898758576
633,scissors,scissors,rock,lose,order-2,True,0.0029,1787898758676
634,rock,rock,scissors,win,random,True,0.0099,1787898758776
635,paper,paper,scissors,lose,order-2,True,0.0064,1787898758876
636,scissors,scissors,rock,lose,order-2,True,0.0418,1787898758976
637,rock,rock,paper,lose,order-2,True,0.0073,1787898759076
638,paper,paper,scissors,lose,order-2,True,0.0075,1787898759176
639,scissors,scissors,rock,lose,random,True,0.008,1787898759276
640,rock,rock,paper,lose,order-2,True,0.0046,1787898759376
641,paper,paper,scissors,lose,order-2,True,0.0042,1787898759476
642,scissors,scissors,rock,lose,order-2,True,0.0043,1787898759576
643,rock,rock,paper,lose,order-2,True,0.0047,1787898759676
644,paper,paper,scissors,lose,order-2,True,0.0048,1787898759776
645,scissors,scissors,rock,lose,order-2,True,0.0046,1787898759876
646,rock,rock,paper,lose,order-2,True,0.0043,1787898759976
647,paper,paper,scissors,lose,order-2,True,0.0042,1787898760076
648,scissors,scissors,rock,lose,order-2,True,0.0046,1787898760176
649,rock,rock,paper,lose,order-2,True,0.0043,1787898760276
650,paper,paper,scissors,lose,order-2,True,0.0069,1787898760376
651,scissors,scissors,rock,lose,order-2,True,0.0072,1787898760476
652,rock,rock,scissors,win,random,True,0.0054,1787898760576
653,paper,paper,scissors,lose,order-2,True,0.0079,1787898760676
654,scissors,scissors,rock,lose,order-2,True,0.0084,1787898760776
655,rock,rock,paper,lose,order-2,True,0.0077,1787898760877
656,paper,paper,scissors,lose,order-2,True,0.0069,1787898760977
657,scissors,scissors,rock,lose,order-2,True,0.0071,1787898761077
658,rock,rock,paper,lose,order-2,True,0.0072,1787898761177
659,paper,paper,scissors,lose,order-2,True,0.0077,1787898761277
660,scissors,scissors,rock,lose,order-2,True,0.0068,1787898761377
661,rock,rock,paper,lose,order-2,True,0.0135,1787898761477
662,paper,paper,scissors,lose,order-2,True,0.0093,1787898761577
663,scissors,scissors,rock,lose,order-2,True,0.0084,1787898761677
664,rock,rock,paper,lose,order-2,True,0.0073,1787898761777
665,paper,paper,scissors,lose,order-2,True,0.0088,1787898761877
666,scissors,scissors,rock,lose,order-2,True,0.009,1787898761977
667,rock,rock,paper,lose,order-2,True,0.0082,1787898762077
668,paper,paper,scissors,lose,order-2,True,0.0084,1787898762177
669,scissors,scissors,rock,lose,order-2,True,0.0082,1787898762277
670,rock,rock,paper,lose,order-2,True,0.0485,1787898762377
671,paper,paper,scissors,lose,order-2,True,0.0292,1787898762477
672,scissors,scissors,rock,lose,order-2,True,0.0064,1787898762577
673,rock,rock,paper,lose,order-2,True,0.0078,1787898762677
674,paper,paper,scissors,lose,order-2,True,0.0162,1787898762777
675,scissors,scissors,rock,lose,order-2,True,0.0068,1787898762877
676,rock,rock,paper,lose,order-2,True,0.0048,1787898762977
677,paper,paper,scissors,lose,order-2,True,0.0045,1787898763077
678,scissors,scissors,rock,lose,order-2,True,0.0046,1787898763177
679,rock,rock,paper,lose,order-2,True,0.0039,1787898763277
680,paper,paper,scissors,lose,order-2,True,0.0045,1787898763377
681,scissors,scissors,rock,lose,order-2,True,0.0042,1787898763477
682,rock,rock,paper,lose,order-2,True,0.0046,1787898763577
683,paper,paper,scissors,lose,order-2,True,0.0044,1787898763677
684,scissors,scissors,rock,lose,order-2,True,0.0046,1787898763777
685,rock,rock,paper,lose,order-2,True,0.003,1787898763877
686,paper,paper,scissors,lose,order-2,True,0.0048,1787898763977
687,scissors,scissors,rock,lose,order-2,True,0.0045,1787898764077
688,rock,rock,paper,lose,order-2,True,0.0037,1787898764178
689,paper,paper,scissors,lose,order-2,True,0.0031,1787898764278
690,scissors,scissors,rock,lose,order-2,True,0.0047,1787898764378
691,rock,rock,paper,lose,order-2,True,0.005,1787898764478
692,paper,paper,scissors,lose,random,True,0.0067,1787898764578
693,scissors,scissors,rock,lose,order-2,True,0.0033,1787898764678
694,rock,rock,paper,lose,order-2,True,0.0029,1787898764778
695,paper,paper,scissors,lose,order-2,True,0.003,1787898764878
696,scissors,scissors,rock,lose,order-2,True,0.0029,1787898764978
697,rock,rock,paper,lose,order-2,True,0.0033,1787898765078
698,paper,paper,scissors,lose,order-2,True,0.0028,1787898765178
699,scissors,scissors,rock,lose,order-2,True,0.0035,1787898765278
700,rock,rock,paper,lose,order-2,True,0.0031,1787898765378
701,paper,paper,scissors,lose,order-2,True,0.0028,1787898765478
702,scissors,scissors,rock,lose,order-2,True,0.0028,1787898765578
703,rock,rock,paper,lose,order-2,True,0.0031,1787898765678
704,paper,paper,scissors,lose,order-2,True,0.0027,1787898765778
705,scissors,scissors,rock,lose,order-2,True,0.0028,1787898765878
706,rock,rock,paper,lose,order-2,True,0.0027,1787898765978
707,paper,paper,scissors,lose,order-2,True,0.003,1787898766078
708,scissors,scissors,rock,lose,order-2,True,0.0029,1787898766178
709,rock,rock,paper,lose,order-2,True,0.0029,1787898766278
710,paper,paper,scissors,lose,order-2,True,0.0044,1787898766378
711,scissors,scissors,rock,lose,order-2,True,0.0047,1787898766478
712,rock,rock,paper,lose,order-2,True,0.0027,1787898766578
713,paper,paper,scissors,lose,order-2,True,0.0028,1787898766678
714,scissors,scissors,rock,lose,order-2,True,0.0029,1787898766778
715,rock,rock,paper,lose,random,True,0.0036,1787898766878
716,paper,paper,paper,tie,random,True,0.0031,1787898766978
717,scissors,scissors,rock,lose,order-2,True,0.0035,1787898767078
718,rock,rock,paper,lose,order-2,True,0.0029,1787898767178
719,paper,paper,scissors,lose,order-2,True,0.0028,1787898767278
720,scissors,scissors,rock,lose,order-2,True,0.0048,1787898767378
721,rock,rock,paper,lose,order-2,True,0.0046,1787898767478
722,paper,paper,scissors,lose,order-2,True,0.0029,1787898767578
723,scissors,scissors,rock,lose,random,True,0.0032,1787898767678
724,rock,rock,paper,lose,order-2,True,0.0047,1787898767778
725,paper,paper,scissors,lose,order-2,True,0.0042,1787898767878
726,scissors,scissors,rock,lose,order-2,True,0.0042,1787898767978
727,rock,rock,paper,lose,order-2,True,0.0045,1787898768078
728,paper,paper,scissors,lose,order-2,True,0.0046,1787898768178
729,scissors,scissors,rock,lose,order-2,True,0.0029,1787898768278
730,rock,rock,paper,lose,order-2,True,0.0027,1787898768378
731,paper,paper,scissors,lose,order-2,True,0.0028,1787898768478
732,scissors,scissors,rock,lose,order-2,True,0.0029,1787898768578
733,rock,rock,paper,lose,order-2,True,0.0032,1787898768678
734,paper,paper,scissors,lose,order-2,True,0.0032,1787898768778
735,scissors,scissors,rock,lose,order-2,True,0.0028,1787898768878
736,rock,rock,paper,lose,order-2,True,0.0027,1787898768978
737,paper,paper,scissors,lose,order-2,True,0.0028,1787898769078
738,scissors,scissors,rock,lose,order-2,True,0.0029,1787898769178
739,rock,rock,paper,lose,order-2,True,0.0029,1787898769278
740,paper,paper,scissors,lose,order-2,True,0.0028,1787898769378
741,scissors,scissors,rock,lose,order-2,True,0.0028,1787898769478
742,rock,rock,paper,lose,order-2,True,0.0029,1787898769578
743,paper,paper,scissors,lose,order-2,True,0.0028,1787898769678
744,scissors,scissors,paper,win,random,True,0.0034,1787898769778
745,rock,rock,paper,lose,order-2,True,0.0028,1787898769878
746,paper,paper,scissors,lose,order-2,True,0.0027,1787898769978
747,scissors,scissors,rock,lose,order-2,True,0.0038,1787898770078
748,rock,rock,rock,tie,random,True,0.0033,1787898770178
749,paper,paper,scissors,lose,order-2,True,0.0028,1787898770278
750,scissors,scissors,rock,lose,order-2,True,0.0033,1787898770378
751,rock,rock,paper,lose,order-2,True,0.0028,1787898770478
752,paper,paper,scissors,lose,order-2,True,0.0028,1787898770578
753,scissors,scissors,rock,lose,order-2,True,0.003,1787898770678
754,rock,rock,paper,lose,order-2,True,0.0029,1787898770778
755,paper,paper,scissors,lose,order-2,True,0.0028,1787898770878
756,scissors,scissors,rock,lose,order-2,True,0.0035,1787898770978
757,rock,rock,paper,lose,order-2,True,0.0027,1787898771078
758,paper,paper,scissors,lose,order-2,True,0.003,1787898771178
759,scissors,scissors,rock,lose,order-2,True,0.0033,1787898771278
760,rock,rock,paper,lose,order-2,True,0.0027,1787898771378
761,paper,paper,scissors,lose,order-2,True,0.0027,1787898771478
762,scissors,scissors,rock,lose,order-2,True,0.003,1787898771578
763,rock,rock,paper,lose,order-2,True,0.0027,1787898771678
764,paper,paper,scissors,lose,order-2,True,0.0031,1787898771778
765,scissors,scissors,rock,lose,order-2,True,0.0047,1787898771878
766,rock,rock,paper,lose,order-2,True,0.0043,1787898771978
767,paper,paper,scissors,lose,order-2,True,0.0046,1787898772078
768,scissors,scissors,rock,lose,order-2,True,0.0045,1787898772178
769,rock,rock,paper,lose,order-2,True,0.0045,1787898772278
770,paper,paper,scissors,lose,order-2,True,0.0047,1787898772378
771,scissors,scissors,rock,lose,order-2,True,0.0045,1787898772478
772,rock,rock,paper,lose,order-2,True,0.0047,1787898772579
773,paper,paper,scissors,lose,order-2,True,0.0045,1787898772679
774,scissors,scissors,rock,lose,order-2,True,0.0046,1787898772779
775,rock,rock,paper,lose,order-2,True,0.0043,1787898772879
776,paper,paper,scissors,lose,random,True,0.0049,1787898772979
777,scissors,scissors,rock,lose,order-2,True,0.004,1787898773079
778,rock,rock,paper,lose,order-2,True,0.0045,1787898773179
779,paper,paper,scissors,lose,order-2,True,0.0046,1787898773279
780,scissors,scissors,rock,lose,order-2,True,0.0044,1787898773379
781,rock,rock,paper,lose,order-2,True,0.0045,1787898773479
782,paper,paper,scissors,lose,random,True,0.005,1787898773579
783,scissors,scissors,rock,lose,order-2,True,0.0046,1787898773679
784,rock,rock,paper,lose,order-2,True,0.0057,1787898773779
785,paper,paper,scissors,lose,order-2,True,0.0047,1787898773879
786,scissors,scissors,rock,lose,order-2,True,0.0041,1787898773979
787,rock,rock,paper,lose,order-2,True,0.0041,1787898774079
788,paper,paper,scissors,lose,order-2,True,0.0045,1787898774179
789,scissors,scissors,scissors,tie,random,True,0.0051,1787898774279
790,rock,rock,paper,lose,order-2,True,0.0041,1787898774379
791,paper,paper,scissors,lose,random,True,0.0049,1787898774479
792,scissors,scissors,rock,lose,order-2,True,0.0047,1787898774579
793,rock,rock,paper,lose,order-2,True,0.0045,1787898774679
794,paper,paper,scissors,lose,order-2,True,0.0044,1787898774779
795,scissors,scissors,rock,lose,order-2,True,0.0047,1787898774879
796,rock,rock,paper,lose,order-2,True,0.0045,1787898774979
797,paper,paper,scissors,lose,order-2,True,0.0047,1787898775079
798,scissors,scissors,rock,lose,order-2,True,0.0048,1787898775179
799,rock,rock,paper,lose,order-2,True,0.0044,1787898775279
800,paper,paper,scissors,lose,order-2,True,0.0045,1787898775379
801,scissors,scissors,paper,win,random,True,0.005,1787898775479
802,rock,rock,paper,lose,order-2,True,0.0045,1787898775579
803,paper,paper,scissors,lose,order-2,True,0.0044,1787898775679
804,scissors,scissors,rock,lose,order-2,True,0.0045,1787898775779
805,rock,rock,paper,lose,order-2,True,0.0053,1787898775879
806,paper,paper,scissors,lose,order-2,True,0.0045,1787898775979
807,scissors,scissors,scissors,tie,random,True,0.0048,1787898776079
808,rock,rock,paper,lose,order-2,True,0.0047,1787898776179
809,paper,paper,scissors,lose,order-2,True,0.0046,1787898776279
810,scissors,scissors,rock,lose,order-2,True,0.0042,1787898776379
811,rock,rock,paper,lose,order-2,True,0.0046,1787898776479
812,paper,paper,scissors,lose,order-2,True,0.0043,1787898776579
813,scissors,scissors,rock,lose,order-2,True,0.0062,1787898776679
814,rock,rock,paper,lose,order-2,True,0.0049,1787898776779
815,paper,paper,scissors,lose,order-2,True,0.0045,1787898776879
816,scissors,scissors,rock,lose,order-2,True,0.0043,1787898776979
817,rock,rock,paper,lose,order-2,True,0.0041,1787898777079
818,paper,paper,scissors,lose,order-2,True,0.0045,1787898777179
819,scissors,scissors,rock,lose,order-2,True,0.0046,1787898777279
820,rock,rock,paper,lose,order-2,True,0.0042,1787898777379
821,paper,paper,scissors,lose,order-2,True,0.0046,1787898777479
822,scissors,scissors,paper,win,random,True,0.0055,1787898777579
823,rock,rock,paper,lose,order-2,True,0.0045,1787898777679
824,paper,paper,scissors,lose,order-2,True,0.0333,1787898777779
825,scissors,scissors,rock,lose,order-2,True,0.0064,1787898777879
826,rock,rock,paper,lose,order-2,True,0.0055,1787898777979
827,paper,paper,scissors,lose,order-2,True,0.0047,1787898778079
828,scissors,scissors,rock,lose,order-2,True,0.0054,1787898778179
829,rock,rock,paper,lose,order-2,True,0.005,1787898778279
830,paper,paper,scissors,lose,order-2,True,0.0046,1787898778379
831,scissors,scissors,rock,lose,order-2,True,0.0045,1787898778479
832,rock,rock,paper,lose,order-2,True,0.0046,1787898778579
833,paper,paper,scissors,lose,order-2,True,0.0044,1787898778679
834,scissors,scissors,rock,lose,order-2,True,0.0046,1787898778780
835,rock,rock,paper,lose,order-2,True,0.0044,1787898778880
836,paper,paper,scissors,lose,order-2,True,0.0048,1787898778980
837,scissors,scissors,rock,lose,order-2,True,0.0045,1787898779080
838,rock,rock,paper,lose,order-2,True,0.0048,1787898779180
839,paper,paper,scissors,lose,order-2,True,0.0046,1787898779280
840,scissors,scissors,rock,lose,random,True,0.0065,1787898779380
841,rock,rock,paper,lose,order-2,True,0.0049,1787898779480
842,paper,paper,scissors,lose,order-2,True,0.0048,1787898779580
843,scissors,scissors,rock,lose,order-2,True,0.0045,1787898779680
844,rock,rock,rock,tie,random,True,0.0074,1787898779780
845,paper,paper,scissors,lose,order-2,True,0.0062,1787898779880
846,scissors,scissors,rock,lose,order-2,True,0.0058,1787898779980
847,rock,rock,paper,lose,order-2,True,0.0177,1787898780080
848,paper,paper,scissors,lose,order-2,True,0.0044,1787898780180
849,scissors,scissors,rock,lose,order-2,True,0.0049,1787898780280
850,rock,rock,paper,lose,order-2,True,0.005,1787898780380
851,paper,paper,scissors,lose,order-2,True,0.0083,1787898780480
852,scissors,scissors,rock,lose,order-2,True,0.0043,1787898780580
853,rock,rock,paper,lose,order-2,True,0.0032,1787898780680
854,paper,paper,scissors,lose,order-2,True,0.0032,1787898780780
855,scissors,scissors,rock,lose,order-2,True,0.0034,1787898780880
856,rock,rock,paper,lose,order-2,True,0.0032,1787898780980
857,paper,paper,scissors,lose,order-2,True,0.003,1787898781080
858,scissors,scissors,rock,lose,order-2,True,0.003,1787898781180
859,rock,rock,paper,lose,order-2,True,0.0031,1787898781280
860,paper,paper,scissors,lose,order-2,True,0.0028,1787898781380
861,scissors,scissors,rock,lose,order-2,True,0.003,1787898781480
862,rock,rock,paper,lose,order-2,True,0.0028,1787898781580
863,paper,paper,scissors,lose,order-2,True,0.0029,1787898781680
864,scissors,scissors,rock,lose,order-2,True,0.0028,1787898781780
865,rock,rock,paper,lose,order-2,True,0.0027,1787898781880
