roundNumber,opponentMove,predictedMove,botMove,result,modelUsed,predictionCorrect,decisionLatencyMs,timestamp
432,paper,paper,scissors,lose,order-2,True,0.0041,1787898738606
433,scissors,scissors,rock,lose,order-2,True,0.0046,1787898738706
434,rock,rock,paper,lose,order-2,True,0.0044,1787898738806
435,paper,paper,scissors,lose,order-2,True,0.0047,1787898738906
436,scissors,scissors,rock,lose,order-2,True,0.0042,1787898739006
437,rock,rock,paper,lose,order-2,True,0.0046,1787898739106
438,paper,paper,scissors,lose,order-2,True,0.0045,1787898739206
439,scissors,scissors,paper,win,random,True,0.007,1787898739306
440,scissors,rock,paper,win,order-2,False,0.0052,1787898739406
441,scissors,rock,paper,win,order-1,False,0.0041,1787898739506
442,scissors,scissors,rock,lose,order-2,True,0.0048,1787898739606
443,rock,scissors,scissors,win,random,False,0.0053,1787898739706
444,rock,paper,scissors,win,order-2,False,0.0049,1787898739806
445,rock,paper,scissors,win,order-1,False,0.003,1787898739906
446,rock,rock,paper,lose,order-2,True,0.0042,1787898740006
447,paper,rock,paper,tie,order-2,False,0.0311,1787898740106
448,scissors,scissors,scissors,tie,random,True,0.0053,1787898740206
449,rock,rock,paper,lose,order-2,True,0.0049,1787898740306
450,paper,paper,scissors,lose,order-2,True,0.004,1787898740406
451,scissors,scissors,rock,lose,order-2,True,0.0042,1787898740506
452,rock,rock,paper,lose,order-2,True,0.0044,1787898740606
453,paper,paper,scissors,lose,order-2,True,0.0049,1787898740706
454,scissors,scissors,rock,lose,order-2,True,0.0043,1787898740806
455,rock,rock,paper,lose,order-2,True,0.0045,1787898740906
456,paper,paper,scissors,lose,order-2,True,0.0047,1787898741006
457,scissors,scissors,rock,lose,order-2,True,0.0028,1787898741106
458,rock,rock,paper,lose,order-2,True,0.0033,1787898741206
459,paper,paper,scissors,lose,order-2,True,0.0036,1787898741306
460,scissors,scissors,rock,lose,order-2,True,0.0033,1787898741406
461,rock,rock,paper,lose,order-2,True,0.0032,1787898741506
462,paper,paper,scissors,lose,order-2,True,0.003,1787898741606
463,scissors,scissors,rock,lose,order-2,True,0.0033,1787898741706
464,rock,rock,paper,lose,order-2,True,0.0031,1787898741806
465,paper,paper,scissors,lose,order-2,True,0.0044,1787898741906
466,scissors,scissors,rock,lose,order-2,True,0.0041,1787898742006
467,rock,rock,paper,lose,order-2,True,0.003,1787898742106
468,paper,paper,scissors,lose,order-2,True,0.0027,1787898742206
469,scissors,scissors,rock,lose,order-2,True,0.0033,1787898742306
470,rock,rock,paper,lose,order-2,True,0.003,1787898742406
471,paper,paper,scissors,lose,order-2,True,0.0031,1787898742506
472,scissors,scissors,rock,lose,order-2,True,0.0029,1787898742606
473,rock,rock,paper,lose,order-2,True,0.003,1787898742706
474,paper,paper,scissors,lose,random,True,0.0051,1787898742806
475,scissors,scissors,rock,lose,order-2,True,0.0053,1787898742906
476,rock,rock,paper,lose,order-2,True,0.0031,1787898743006
477,paper,paper,scissors,lose,order-2,True,0.0028,1787898743106
478,scissors,scissors,rock,lose,order-2,True,0.0031,1787898743206
479,rock,rock,paper,lose,order-2,True,0.0028,1787898743306
480,paper,paper,paper,tie,random,True,0.0035,1787898743406
481,scissors,scissors,rock,lose,random,True,0.0041,1787898743506
482,rock,rock,paper,lose,order-2,True,0.0031,1787898743606
483,paper,paper,scissors,lose,order-2,True,0.0036,1787898743706
484,scissors,scissors,rock,lose,order-2,True,0.0029,1787898743806
485,rock,rock,paper,lose,order-2,True,0.0028,1787898743906
486,paper,paper,scissors,lose,order-2,True,0.0029,1787898744006
487,scissors,scissors,rock,lose,order-2,True,0.0029,1787898744106
488,rock,rock,paper,lose,order-2,True,0.0033,1787898744206
489,paper,paper,scissors,lose,order-2,True,0.0029,1787898744306
490,scissors,scissors,rock,lose,order-2,True,0.0055,1787898744406
491,rock,rock,paper,lose,order-2,True,0.0031,1787898744506
492,paper,paper,scissors,lose,order-2,True,0.0028,1787898744606
493,scissors,scissors,rock,lose,order-2,True,0.0029,1787898744706
494,rock,rock,paper,lose,order-2,True,0.0033,1787898744806
495,paper,paper,scissors,lose,order-2,True,0.0027,1787898744906
496,scissors,scissors,rock,lose,order-2,True,0.0049,1787898745006
497,rock,rock,paper,lose,order-2,True,0.0032,1787898745106
498,paper,paper,scissors,lose,order-2,True,0.0033,1787898745206
499,scissors,scissors,rock,lose,order-2,True,0.0028,1787898745306
500,rock,rock,paper,lose,order-2,True,0.0029,1787898745407
501,paper,paper,scissors,lose,order-2,True,0.0028,1787898745507
502,scissors,scissors,rock,lose,order-2,True,0.0028,1787898745607
503,rock,rock,paper,lose,order-2,True,0.0029,1787898745707
504,paper,paper,scissors,lose,order-2,True,0.003,1787898745807
505,scissors,scissors,rock,lose,order-2,True,0.0028,1787898745907
506,rock,rock,rock,tie,random,True,0.0035,1787898746007
507,paper,paper,scissors,lose,order-2,True,0.0029,1787898746107
508,scissors,scissors,rock,lose,order-2,True,0.0028,1787898746207
509,rock,rock,paper,lose,order-2,True,0.0029,1787898746307
510,paper,paper,scissors,lose,order-2,True,0.0039,1787898746407
511,scissors,scissors,rock,lose,order-2,True,0.0028,1787898746507
512,rock,rock,paper,lose,order-2,True,0.0033,1787898746607
513,paper,paper,paper,tie,random,True,0.0033,1787898746707
514,scissors,scissors,rock,lose,order-2,True,0.0239,1787898746807
515,rock,rock,paper,lose,random,True,0.0039,1787898746907
516,paper,paper,scissors,lose,order-2,True,0.0031,1787898747007
517,scissors,scissors,rock,lose,order-2,True,0.0031,1787898747107
518,rock,rock,paper,lose,order-2,True,0.0028,1787898747207
519,paper,paper,scissors,lose,order-2,True,0.0029,1787898747307
520,scissors,scissors,rock,lose,order-2,True,0.0037,1787898747407
521,rock,rock,paper,lose,order-2,True,0.0049,1787898747507
522,paper,paper,scissors,lose,order-2,True,0.003,1787898747607
523,scissors,scissors,rock,lose,order-2,True,0.004,1787898747707
524,rock,rock,paper,lose,order-2,True,0.0032,1787898747807
525,paper,paper,scissors,lose,order-2,True,0.003,1787898747907
526,scissors,scissors,rock,lose,order-2,True,0.0027,1787898748007
527,rock,rock,paper,lose,order-2,True,0.0027,1787898748107
528,paper,paper,scissors,lose,order-2,True,0.0027,1787898748207
529,scissors,scissors,rock,lose,order-2,True,0.0031,1787898748307
530,rock,rock,paper,lose,order-2,True,0.0094,1787898748407
531,paper,paper,scissors,lose,order-2,True,0.0147,1787898748507
532,scissors,scissors,rock,lose,order-2,True,0.0034,1787898748607
533,rock,rock,paper,lose,order-2,True,0.0049,1787898748707
534,paper,paper,scissors,lose,order-2,True,0.0044,1787898748807
535,scissors,scissors,rock,lose,order-2,True,0.004,1787898748907
536,rock,rock,paper,lose,order-2,True,0.004,1787898749007
537,paper,paper,scissors,lose,order-2,True,0.0032,1787898749107
538,scissors,scissors,rock,lose,order-2,True,0.0028,1787898749207
539,rock,rock,paper,lose,random,True,0.0061,1787898749307
540,paper,paper,scissors,lose,order-2,True,0.0045,1787898749407
541,scissors,scissors,rock,lose,order-2,True,0.0047,1787898749507
542,rock,rock,paper,lose,order-2,True,0.0033,1787898749607
543,paper,paper,scissors,lose,order-2,True,0.0028,1787898749707
544,scissors,scissors,rock,lose,order-2,True,0.0036,1787898749807
545,rock,rock,scissors,win,random,True,0.0039,1787898749907
546,rock,paper,scissors,win,order-2,False,0.003,1787898750007
547,rock,paper,scissors,win,order-1,False,0.002,1787898750107
548,rock,rock,paper,lose,random,True,0.0069,1787898750207
549,paper,rock,paper,tie,order-2,False,0.0053,1787898750307
550,scissors,scissors,rock,lose,order-2,True,0.0048,1787898750407
551,rock,rock,paper,lose,order-2,True,0.0048,1787898750507
552,paper,paper,scissors,lose,order-2,True,0.0046,1787898750607
553,scissors,scissors,rock,lose,order-2,True,0.0046,1787898750707
554,rock,rock,paper,lose,order-2,True,0.0053,1787898750807
555,paper,paper,scissors,lose,order-2,True,0.0049,1787898750907
556,scissors,scissors,rock,lose,order-2,True,0.0051,1787898751007
557,rock,rock,paper,lose,order-2,True,0.0043,1787898751107
558,paper,paper,scissors,lose,order-2,True,0.0049,1787898751207
559,scissors,scissors,rock,lose,order-2,True,0.0042,1787898751307
560,rock,rock,paper,lose,order-2,True,0.0045,1787898751407
561,paper,paper,scissors,lose,order-2,True,0.0046,1787898751507
562,scissors,scissors,rock,lose,order-2,True,0.0044,1787898751607
563,rock,rock,paper,lose,order-2,True,0.0043,1787898751707
564,paper,paper,scissors,lose,order-2,True,0.0044,1787898751807
565,scissors,scissors,paper,win,random,True,0.0051,1787898751907
566,scissors,rock,rock,lose,random,False,0.0339,1787898752007
567,rock,rock,paper,lose,order-1,True,0.003,1787898752107
568,paper,paper,scissors,lose,order-2,True,0.0044,1787898752207
569,scissors,scissors,rock,lose,order-1,True,0.0045,1787898752307
570,rock,rock,paper,lose,order-1,True,0.0045,1787898752407
571,paper,paper,scissors,lose,order-2,True,0.0046,1787898752508
572,scissors,scissors,rock,lose,order-2,True,0.0033,1787898752608
573,rock,rock,paper,lose,order-1,True,0.0028,1787898752708
574,paper,paper,scissors,lose,order-2,True,0.0027,1787898752808
575,scissors,scissors,rock,lose,order-2,True,0.0027,1787898752908
576,rock,rock,paper,lose,order-1,True,0.0026,1787898753008
577,paper,paper,scissors,lose,order-2,True,0.0028,1787898753108
578,scissors,scissors,rock,lose,order-2,True,0.0029,1787898753208
579,rock,rock,paper,lose,order-1,True,0.0028,1787898753308
580,paper,paper,scissors,lose,order-2,True,0.003,1787898753408
581,scissors,scissors,rock,lose,order-2,True,0.0049,1787898753508
582,rock,rock,paper,lose,order-1,True,0.0045,1787898753608
583,paper,paper,scissors,lose,order-2,True,0.0028,1787898753708
584,scissors,scissors,rock,lose,order-2,True,0.0027,1787898753808
585,rock,rock,paper,lose,order-1,True,0.0026,1787898753908
586,paper,paper,scissors,lose,order-2,True,0.0028,1787898754008
587,scissors,scissors,rock,lose,order-2,True,0.003,1787898754108
588,rock,rock,paper,lose,order-1,True,0.003,1787898754208
589,paper,paper,scissors,lose,order-2,True,0.003,1787898754308
590,scissors,scissors,rock,lose,order-2,True,0.0028,1787898754408
591,rock,rock,paper,lose,order-1,True,0.0027,1787898754508
592,paper,paper,scissors,lose,order-2,True,0.0027,1787898754608
593,scissors,scissors,rock,lose,order-2,True,0.0028,1787898754708
594,rock,rock,paper,lose,order-1,True,0.0029,1787898754808
595,paper,paper,scissors,lose,order-2,True,0.0027,1787898754908
596,scissors,scissors,rock,lose,order-2,True,0.0027,1787898755008
597,rock,rock,paper,lose,order-1,True,0.0027,1787898755108
598,paper,paper,scissors,lose,order-2,True,0.0027,1787898755208
599,scissors,scissors,rock,lose,order-2,True,0.0028,1787898755308
600,rock,rock,paper,lose,order-1,True,0.0027,1787898755408
601,paper,paper,scissors,lose,order-2,True,0.003,1787898755508
602,scissors,scissors,rock,lose,order-2,True,0.0027,1787898755608
603,rock,rock,paper,lose,order-1,True,0.0027,1787898755708
604,paper,paper,scissors,lose,order-2,True,0.0029,1787898755808
605,scissors,scissors,rock,lose,order-2,True,0.0033,1787898755908
606,rock,rock,paper,lose,order-1,True,0.0028,1787898756008
607,paper,paper,scissors,lose,order-2,True,0.0028,1787898756108
608,scissors,scissors,rock,lose,order-2,True,0.003,1787898756208
609,rock,rock,paper,lose,order-1,True,0.0304,1787898756308
610,paper,paper,scissors,lose,order-2,True,0.0172,1787898756408
611,scissors,scissors,rock,lose,order-2,True,0.0049,1787898756508
612,rock,rock,paper,lose,order-1,True,0.0037,1787898756608
613,paper,paper,scissors,lose,order-2,True,0.0032,1787898756708
614,scissors,scissors,rock,lose,order-2,True,0.0031,1787898756808
615,rock,rock,paper,lose,order-1,True,0.0027,1787898756908
616,paper,paper,scissors,lose,order-2,True,0.0027,1787898757008
617,scissors,scissors,rock,lose,order-2,True,0.0028,1787898757108
618,rock,rock,paper,lose,order-1,True,0.003,1787898757208
619,paper,paper,scissors,lose,order-2,True,0.0027,1787898757308
620,scissors,scissors,rock,lose,order-2,True,0.0028,1787898757408
621,rock,rock,paper,lose,order-1,True,0.003,1787898757508
622,paper,paper,scissors,lose,order-2,True,0.0028,1787898757608
623,scissors,scissors,rock,lose,order-2,True,0.0028,1787898757708
624,rock,rock,paper,lose,order-1,True,0.0028,1787898757808
625,paper,paper,scissors,lose,order-2,True,0.0028,1787898757908
626,scissors,scissors,scissors,tie,random,True,0.0063,1787898758008
627,rock,rock,paper,lose,order-1,True,0.0039,1787898758108
628,paper,paper,scissors,lose,order-2,True,0.0048,1787898758208
629,scissors,scissors,rock,lose,order-2,True,0.0045,1787898758308
630,rock,rock,paper,lose,order-1,True,0.0042,1787898758408
631,paper,paper,scissors,lose,order-2,True,0.0045,1787898758508
632,scissors,scissors,rock,lose,order-2,True,0.0034,1787898758608
633,rock,rock,paper,lose,order-1,True,0.0028,1787898758708
634,paper,paper,scissors,lose,order-2,True,0.0028,1787898758808
635,scissors,scissors,rock,lose,order-2,True,0.0027,1787898758908
636,rock,rock,paper,lose,order-1,True,0.003,1787898759008
637,paper,paper,scissors,lose,order-2,True,0.0029,1787898759108
638,scissors,scissors,rock,lose,order-2,True,0.0027,1787898759208
639,rock,rock,paper,lose,order-1,True,0.0028,1787898759308
640,paper,paper,scissors,lose,order-2,True,0.0027,1787898759408
641,scissors,scissors,rock,lose,order-2,True,0.0028,1787898759508
642,rock,rock,paper,lose,order-1,True,0.0027,1787898759608
643,paper,paper,scissors,lose,order-2,True,0.0033,1787898759708
644,scissors,scissors,scissors,tie,random,True,0.0033,1787898759808
645,rock,rock,paper,lose,order-1,True,0.0028,1787898759908
646,paper,paper,scissors,lose,order-2,True,0.0028,1787898760008
647,scissors,scissors,rock,lose,order-2,True,0.0049,1787898760108
648,rock,rock,paper,lose,order-1,True,0.0044,1787898760208
649,paper,paper,scissors,lose,order-2,True,0.0042,1787898760308
650,scissors,scissors,rock,lose,order-2,True,0.0028,1787898760408
651,rock,rock,paper,lose,order-1,True,0.0027,1787898760508
652,paper,paper,scissors,lose,random,True,0.003,1787898760608
653,scissors,scissors,rock,lose,order-2,True,0.003,1787898760708
654,rock,rock,paper,lose,order-1,True,0.0029,1787898760808
655,paper,paper,scissors,lose,order-2,True,0.003,1787898760908
656,scissors,scissors,rock,lose,order-2,True,0.0027,1787898761008
657,rock,rock,paper,lose,order-1,True,0.0027,1787898761109
658,paper,paper,scissors,lose,order-2,True,0.0029,1787898761209
659,scissors,scissors,rock,lose,order-2,True,0.0026,1787898761309
660,rock,rock,paper,lose,order-1,True,0.0035,1787898761409
661,paper,paper,scissors,lose,order-2,True,0.0049,1787898761509
662,scissors,scissors,rock,lose,order-2,True,0.0046,1787898761609
663,rock,rock,paper,lose,order-1,True,0.0044,1787898761709
664,paper,paper,scissors,lose,order-2,True,0.0033,1787898761809
665,scissors,scissors,rock,lose,order-2,True,0.0028,1787898761909
666,rock,rock,paper,lose,order-1,True,0.0027,1787898762009
667,paper,paper,scissors,lose,order-2,True,0.0027,1787898762109
668,scissors,scissors,rock,lose,order-2,True,0.0028,1787898762209
669,rock,rock,paper,lose,order-1,True,0.0027,1787898762309
670,paper,paper,scissors,lose,order-2,True,0.0046,1787898762409
671,scissors,scissors,rock,lose,order-2,True,0.0028,1787898762509
672,rock,rock,scissors,win,random,True,0.0031,1787898762609
673,rock,paper,scissors,win,random,False,0.0029,1787898762709
674,rock,paper,scissors,win,order-1,False,0.0022,1787898762809
675,rock,rock,paper,lose,order-2,True,0.005,1787898762909
676,paper,rock,paper,tie,order-2,False,0.003,1787898763009
677,scissors,scissors,rock,lose,order-2,True,0.003,1787898763109
678,rock,rock,paper,lose,order-2,True,0.0027,1787898763209
679,paper,paper,scissors,lose,order-2,True,0.0028,1787898763309
680,scissors,scissors,rock,lose,order-2,True,0.0027,1787898763409
681,rock,rock,paper,lose,order-2,True,0.0028,1787898763509
682,paper,paper,scissors,lose,random,True,0.0031,1787898763609
683,scissors,scissors,rock,lose,order-2,True,0.0027,1787898763709
684,rock,rock,paper,lose,order-2,True,0.0027,1787898763809
685,paper,paper,scissors,lose,order-2,True,0.003,1787898763909
686,scissors,scissors,rock,lose,order-2,True,0.003,1787898764009
687,rock,rock,paper,lose,order-2,True,0.0028,1787898764109
688,paper,paper,scissors,lose,order-2,True,0.0027,1787898764209
689,scissors,scissors,rock,lose,order-2,True,0.0027,1787898764309
690,rock,rock,paper,lose,order-2,True,0.0027,1787898764409
691,paper,paper,scissors,lose,order-2,True,0.0026,1787898764509
692,scissors,scissors,rock,lose,order-2,True,0.0027,1787898764609
693,rock,rock,paper,lose,order-2,True,0.0026,1787898764709
694,paper,paper,scissors,lose,order-2,True,0.0026,1787898764809
695,scissors,scissors,rock,lose,order-2,True,0.0027,1787898764909
696,rock,rock,paper,lose,order-1,True,0.0028,1787898765009
697,paper,paper,scissors,lose,order-2,True,0.0027,1787898765109
698,scissors,scissors,paper,win,random,True,0.0031,1787898765209
699,scissors,rock,paper,win,order-1,False,0.0027,1787898765309
700,scissors,rock,paper,win,order-1,False,0.0021,1787898765409
701,scissors,scissors,rock,lose,order-2,True,0.0028,1787898765509
702,rock,scissors,rock,tie,order-2,False,0.0028,1787898765609
703,paper,paper,scissors,lose,order-2,True,0.0029,1787898765709
704,scissors,scissors,rock,lose,order-2,True,0.0027,1787898765809
705,rock,rock,paper,lose,order-2,True,0.003,1787898765909
706,paper,paper,scissors,lose,order-2,True,0.0028,1787898766009
707,scissors,scissors,rock,lose,random,True,0.0029,1787898766109
708,rock,rock,paper,lose,order-2,True,0.0032,1787898766209
709,paper,paper,scissors,lose,order-2,True,0.0027,1787898766309
710,scissors,scissors,rock,lose,order-2,True,0.0027,1787898766409
711,rock,rock,paper,lose,order-2,True,0.0026,1787898766509
712,paper,paper,scissors,lose,order-2,True,0.0028,1787898766609
713,scissors,scissors,rock,lose,order-2,True,0.0027,1787898766709
714,rock,rock,paper,lose,order-2,True,0.0031,1787898766809
715,paper,paper,scissors,lose,order-2,True,0.0028,1787898766909
716,scissors,scissors,rock,lose,order-2,True,0.0028,1787898767009
717,rock,rock,paper,lose,random,True,0.003,1787898767109
718,paper,paper,scissors,lose,order-2,True,0.0051,1787898767209
719,scissors,scissors,paper,win,random,True,0.0028,1787898767309
720,scissors,rock,paper,win,order-2,False,0.0029,1787898767409
721,scissors,rock,paper,win,order-1,False,0.0029,1787898767509
722,scissors,scissors,paper,win,random,True,0.0029,1787898767609
723,scissors,scissors,rock,lose,order-2,True,0.0028,1787898767709
724,rock,scissors,rock,tie,order-2,False,0.0027,1787898767809
725,paper,paper,scissors,lose,order-2,True,0.0028,1787898767909
726,scissors,scissors,rock,lose,order-2,True,0.0026,1787898768009
727,rock,rock,scissors,win,random,True,0.0049,1787898768109
728,rock,paper,scissors,win,order-2,False,0.0031,1787898768209
729,rock,rock,paper,lose,order-2,True,0.0026,1787898768309
730,paper,rock,paper,tie,order-2,False,0.0028,1787898768409
731,scissors,scissors,rock,lose,order-2,True,0.0026,1787898768509
732,rock,rock,paper,lose,order-2,True,0.0028,1787898768609
733,paper,paper,scissors,lose,order-2,True,0.0058,1787898768709
734,scissors,scissors,rock,lose,order-2,True,0.0047,1787898768809
735,rock,rock,paper,lose,order-2,True,0.0043,1787898768909
736,paper,paper,scissors,lose,order-2,True,0.0028,1787898769009
737,scissors,scissors,rock,lose,order-2,True,0.0028,1787898769109
738,rock,rock,paper,lose,order-2,True,0.0027,1787898769209
739,paper,paper,scissors,lose,order-2,True,0.0028,1787898769309
740,scissors,scissors,rock,lose,order-2,True,0.0027,1787898769409
741,rock,rock,paper,lose,order-2,True,0.0028,1787898769509
742,paper,paper,scissors,lose,order-2,True,0.0026,1787898769609
743,scissors,scissors,rock,lose,order-2,True,0.003,1787898769709
744,rock,rock,paper,lose,order-2,True,0.0028,1787898769809
745,paper,paper,scissors,lose,order-2,True,0.0027,1787898769909
746,scissors,scissors,paper,win,random,True,0.0034,1787898770009
747,scissors,rock,paper,win,order-2,False,0.0028,1787898770109
748,scissors,rock,paper,win,order-1,False,0.0027,1787898770209
749,scissors,scissors,rock,lose,order-2,True,0.0026,1787898770309
750,rock,scissors,rock,tie,order-2,False,0.0045,1787898770409
751,paper,paper,scissors,lose,order-2,True,0.003,1787898770509
752,scissors,scissors,paper,win,random,True,0.003,1787898770609
753,scissors,rock,paper,win,order-2,False,0.0042,1787898770710
754,scissors,scissors,rock,lose,order-2,True,0.0049,1787898770810
755,rock,scissors,rock,tie,order-2,False,0.0049,1787898770910
756,paper,paper,scissors,lose,order-2,True,0.0047,1787898771010
757,scissors,scissors,rock,lose,order-2,True,0.0046,1787898771110
758,rock,rock,paper,lose,random,True,0.0048,1787898771210
759,paper,paper,scissors,lose,order-2,True,0.0031,1787898771310
760,scissors,scissors,rock,lose,order-2,True,0.0028,1787898771410
761,rock,rock,paper,lose,order-2,True,0.0027,1787898771510
762,paper,paper,scissors,lose,order-2,True,0.0026,1787898771610
763,scissors,scissors,rock,lose,order-2,True,0.0027,1787898771710
764,rock,rock,paper,lose,order-2,True,0.0028,1787898771810
765,paper,paper,scissors,lose,order-2,True,0.0026,1787898771910
766,scissors,scissors,rock,lose,random,True,0.0066,1787898772010
767,rock,rock,paper,lose,order-2,True,0.0061,1787898772110
768,paper,paper,scissors,lose,order-2,True,0.0043,1787898772210
769,scissors,scissors,rock,lose,order-2,True,0.0034,1787898772310
770,rock,rock,paper,lose,order-2,True,0.0031,1787898772410
771,paper,paper,rock,win,random,True,0.0034,1787898772510
772,paper,scissors,rock,win,order-2,False,0.0029,1787898772610
773,paper,scissors,rock,win,order-1,False,0.002,1787898772710
774,paper,paper,scissors,lose,order-2,True,0.0038,1787898772810
775,scissors,paper,scissors,tie,order-2,False,0.0027,1787898772910
776,rock,rock,paper,lose,order-2,True,0.0029,1787898773010
777,paper,paper,scissors,lose,order-2,True,0.0029,1787898773110
778,scissors,scissors,rock,lose,order-2,True,0.0029,1787898773210
779,rock,rock,paper,lose,order-2,True,0.0028,1787898773310
780,paper,paper,scissors,lose,order-2,True,0.0031,1787898773410
781,scissors,scissors,rock,lose,order-2,True,0.003,1787898773510
782,rock,rock,rock,tie,random,True,0.0217,1787898773610
783,paper,paper,scissors,lose,order-2,True,0.0056,1787898773710
784,scissors,scissors,rock,lose,order-2,True,0.005,1787898773810
785,rock,rock,paper,lose,order-2,True,0.0045,1787898773910
786,paper,paper,scissors,lose,order-2,True,0.0045,1787898774010
787,scissors,scissors,rock,lose,order-2,True,0.0043,1787898774110
788,rock,rock,paper,lose,order-2,True,0.0042,1787898774210
789,paper,paper,scissors,lose,order-2,True,0.0042,1787898774310
790,scissors,scissors,rock,lose,order-2,True,0.0041,1787898774410
791,rock,rock,paper,lose,order-2,True,0.0042,1787898774510
792,paper,paper,scissors,lose,order-2,True,0.0042,1787898774610
793,scissors,scissors,rock,lose,order-2,True,0.0043,1787898774710
794,rock,rock,scissors,win,random,True,0.005,1787898774810
795,rock,paper,scissors,win,order-2,False,0.0043,1787898774910
796,rock,paper,scissors,win,order-1,False,0.003,1787898775010
797,rock,rock,paper,lose,order-2,True,0.0042,1787898775110
798,paper,rock,paper,tie,order-2,False,0.0042,1787898775210
799,scissors,scissors,rock,lose,order-2,True,0.0043,1787898775310
800,rock,rock,paper,lose,order-2,True,0.0043,1787898775410
801,paper,paper,scissors,lose,order-2,True,0.0044,1787898775510
802,scissors,scissors,rock,lose,order-2,True,0.0044,1787898775610
803,rock,rock,scissors,win,random,True,0.0047,1787898775710
804,rock,paper,scissors,win,order-2,False,0.005,1787898775810
805,rock,rock,paper,lose,order-2,True,0.004,1787898775910
806,paper,rock,paper,tie,order-2,False,0.0028,1787898776010
807,scissors,scissors,rock,lose,order-2,True,0.003,1787898776110
808,rock,rock,paper,lose,order-2,True,0.0027,1787898776210
809,paper,paper,scissors,lose,order-2,True,0.0029,1787898776310
810,scissors,scissors,rock,lose,order-2,True,0.0027,1787898776410
811,rock,rock,paper,lose,order-2,True,0.0027,1787898776510
812,paper,paper,scissors,lose,order-2,True,0.0026,1787898776610
813,scissors,scissors,rock,lose,order-2,True,0.0027,1787898776710
814,rock,rock,paper,lose,order-2,True,0.0028,1787898776810
815,paper,paper,scissors,lose,order-2,True,0.0028,1787898776910
816,scissors,scissors,rock,lose,order-2,True,0.0029,1787898777010
817,rock,rock,paper,lose,order-2,True,0.0029,1787898777110
818,paper,paper,scissors,lose,order-2,True,0.0027,1787898777210
819,scissors,scissors,rock,lose,order-2,True,0.0028,1787898777310
820,rock,rock,paper,lose,order-2,True,0.0029,1787898777410
821,paper,paper,scissors,lose,order-2,True,0.0027,1787898777510
822,scissors,scissors,rock,lose,order-2,True,0.0028,1787898777610
823,rock,rock,paper,lose,order-2,True,0.0027,1787898777710
824,paper,paper,scissors,lose,order-2,True,0.0027,1787898777810
825,scissors,scissors,rock,lose,order-2,True,0.0029,1787898777910
826,rock,rock,paper,lose,order-2,True,0.0027,1787898778010
827,paper,paper,scissors,lose,order-2,True,0.0047,1787898778110
828,scissors,scissors,rock,lose,order-2,True,0.0066,1787898778211
829,rock,rock,paper,lose,order-2,True,0.0063,1787898778311
830,paper,paper,scissors,lose,order-2,True,0.0039,1787898778411
831,scissors,scissors,rock,lose,order-2,True,0.0035,1787898778511
832,rock,rock,rock,tie,random,True,0.0044,1787898778611
833,paper,paper,scissors,lose,order-2,True,0.0035,1787898778711
834,scissors,scissors,rock,lose,order-2,True,0.0031,1787898778811
835,rock,rock,paper,lose,order-2,True,0.0031,1787898778911
836,paper,paper,scissors,lose,order-2,True,0.0028,1787898779011
837,scissors,scissors,rock,lose,order-2,True,0.0027,1787898779111
838,rock,rock,paper,lose,order-2,True,0.0028,1787898779211
839,paper,paper,scissors,lose,order-2,True,0.0028,1787898779311
840,scissors,scissors,rock,lose,order-2,True,0.0027,1787898779411
841,rock,rock,paper,lose,order-2,True,0.0027,1787898779511
842,paper,paper,scissors,lose,order-2,True,0.0027,1787898779611
843,scissors,scissors,rock,lose,order-2,True,0.0028,1787898779711
844,rock,rock,paper,lose,order-2,True,0.0027,1787898779811
845,paper,paper,paper,tie,random,True,0.0035,1787898779911
846,scissors,scissors,rock,lose,order-2,True,0.0028,1787898780011
847,rock,rock,paper,lose,order-2,True,0.0028,1787898780111
848,paper,paper,scissors,lose,order-2,True,0.0029,1787898780211
849,scissors,scissors,rock,lose,order-2,True,0.0029,1787898780311
850,rock,rock,paper,lose,order-2,True,0.0028,1787898780411
851,paper,paper,scissors,lose,order-2,True,0.0029,1787898780511
852,scissors,scissors,rock,lose,order-2,True,0.003,1787898780611
853,rock,rock,paper,lose,order-2,True,0.0028,1787898780711
854,paper,paper,scissors,lose,random,True,0.0031,1787898780811
855,scissors,scissors,rock,lose,order-2,True,0.0029,1787898780911
856,rock,rock,scissors,win,random,True,0.0064,1787898781011
857,rock,paper,scissors,win,order-2,False,0.0041,1787898781111
858,rock,paper,paper,lose,random,False,0.0037,1787898781211
859,paper,rock,paper,tie,order-2,False,0.0035,1787898781311
860,scissors,scissors,rock,lose,order-2,True,0.0049,1787898781411
861,rock,rock,paper,lose,order-2,True,0.0041,1787898781511
862,paper,paper,scissors,lose,order-2,True,0.003,1787898781611
863,scissors,scissors,rock,lose,order-2,True,0.0029,1787898781711
864,rock,rock,paper,lose,order-2,True,0.0028,1787898781811
865,paper,paper,scissors,lose,order-2,True,0.0028,1787898781911
866,scissors,scissors,rock,lose,order-2,True,0.0028,1787898782011
867,rock,rock,paper,lose,order-2,True,0.0029,1787898782111
868,paper,paper,scissors,lose,order-2,True,0.0028,1787898782211
869,scissors,scissors,rock,lose,order-2,True,0.003,1787898782311
870,rock,rock,paper,lose,order-2,True,0.0028,1787898782411
871,paper,paper,scissors,lose,order-2,True,0.0028,1787898782511
